app,mode,request,iterations_per_run,runs,trimmed_mean_ms,mean_ms,median_ms,p95_ms,peak_mem
azera,warm,"GET /",1000,10,0.0302296625,0.03015342,0.0248,0.0452,2097152
azera,warm,"GET /items",1000,10,0.37065355,0.36931604,0.3156,0.5806,4194304
azera,warm,"GET /items/1",1000,10,0.2010378125,0.20240248,0.1717,0.324,4194304
azera,warm,"POST /items",1000,10,2.8932989125,2.90160722,2.7915,3.4664,4194304
azera,warm,"GET /items-qb",1000,10,0.3424539875,0.34345721,0.2874,0.5453,4194304
azera,warm,"GET /items-qb/1",1000,10,0.2006320375,0.20029163,0.1694,0.3228,4194304
azera,warm,"POST /items-qb",1000,10,3.011681875,3.01310675,2.9068,3.6594,4194304
